CONTENT,lang,latitude,longitude,created_at,COUNTRY,id_str,cleaned_content,target,color
"私達が子供のときは新型コロナウイルスなんて存在しなかったし、
ワクチンがなかったので、ヒブや肺炎球菌による髄膜炎で多くの子供が命を落としていました。

さらに麻疹等のワクチンがなかった時代は20%程度は子供のうちに死亡しました。

典型的な生存者バイアスです。 https://t.co/STPJ7JVLTa",ja,35.68945633000004,139.6917160900001,Thu Jul 21 00:19:55 +0000 2022,Japan,1549912017695551494,子供 新型 コロナ ウイルス 存在 ワクチン 肺炎 球菌 髄膜 子供 命 落とす 麻疹 ワクチン 時代 程度 子供 死亡 典型 生存 バイアス,Anti-Vax,red
"私達が子供のときは新型コロナウイルスなんて存在しなかったし、
ワクチンがなかったので、ヒブや肺炎球菌による髄膜炎で多くの子供が命を落としていました。

さらに麻疹等のワクチンがなかった時代は20%程度は子供のうちに死亡しました。

典型的な生存者バイアスです。 https://t.co/STPJ7JVLTa",ja,35.68945633000004,139.6917160900001,Thu Jul 21 00:17:20 +0000 2022,Japan,1549911365057658880,子供 新型 コロナ ウイルス 存在 ワクチン 肺炎 球菌 髄膜 子供 命 落とす 麻疹 ワクチン 時代 程度 子供 死亡 典型 生存 バイアス,Anti-Vax,red
"私達が子供のときは新型コロナウイルスなんて存在しなかったし、
ワクチンがなかったので、ヒブや肺炎球菌による髄膜炎で多くの子供が命を落としていました。

さらに麻疹等のワクチンがなかった時代は20%程度は子供のうちに死亡しました。

典型的な生存者バイアスです。 https://t.co/STPJ7JVLTa",ja,43.06203724000005,141.35436879000008,Thu Jul 21 00:17:46 +0000 2022,Japan,1549911477930172416,子供 新型 コロナ ウイルス 存在 ワクチン 肺炎 球菌 髄膜 子供 命 落とす 麻疹 ワクチン 時代 程度 子供 死亡 典型 生存 バイアス,Anti-Vax,red
"大きいデータでもあるため既にいくつかブリーフィングされていますがシンガポールのファイザーワクチン5−11歳のデータです。25万人で2022年1月から4月なのでほぼオミクロン。

Effectiveness of BNT162b2 Vaccine against Omicron in Children 5 to 11 Years of Age | NEJM https://t.co/3FUPRxvcRi",ja,36.655226998000046,139.27149500000007,Thu Jul 21 00:16:08 +0000 2022,Japan,1549911066557427712,大きい データ 既に ブリーフィング シンガポール ファイザー ワクチン データ 万人 年月,Anti-Vax,red
"私達が子供のときは新型コロナウイルスなんて存在しなかったし、
ワクチンがなかったので、ヒブや肺炎球菌による髄膜炎で多くの子供が命を落としていました。

さらに麻疹等のワクチンがなかった時代は20%程度は子供のうちに死亡しました。

典型的な生存者バイアスです。 https://t.co/STPJ7JVLTa",ja,35.751074430000074,139.70919442000002,Thu Jul 21 00:19:09 +0000 2022,Japan,1549911825516339200,子供 新型 コロナ ウイルス 存在 ワクチン 肺炎 球菌 髄膜 子供 命 落とす 麻疹 ワクチン 時代 程度 子供 死亡 典型 生存 バイアス,Anti-Vax,red
"私達が子供のときは新型コロナウイルスなんて存在しなかったし、
ワクチンがなかったので、ヒブや肺炎球菌による髄膜炎で多くの子供が命を落としていました。

さらに麻疹等のワクチンがなかった時代は20%程度は子供のうちに死亡しました。

典型的な生存者バイアスです。 https://t.co/STPJ7JVLTa",ja,39.153458440000065,140.24307461,Thu Jul 21 00:18:48 +0000 2022,Japan,1549911737347911682,子供 新型 コロナ ウイルス 存在 ワクチン 肺炎 球菌 髄膜 子供 命 落とす 麻疹 ワクチン 時代 程度 子供 死亡 典型 生存 バイアス,Anti-Vax,red
"大きいデータでもあるため既にいくつかブリーフィングされていますがシンガポールのファイザーワクチン5−11歳のデータです。25万人で2022年1月から4月なのでほぼオミクロン。

Effectiveness of BNT162b2 Vaccine against Omicron in Children 5 to 11 Years of Age | NEJM https://t.co/3FUPRxvcRi",ja,35.68945633000004,139.6917160900001,Thu Jul 21 00:14:01 +0000 2022,Japan,1549910530327859200,大きい データ 既に ブリーフィング シンガポール ファイザー ワクチン データ 万人 年月,Anti-Vax,red
"大きいデータでもあるため既にいくつかブリーフィングされていますがシンガポールのファイザーワクチン5−11歳のデータです。25万人で2022年1月から4月なのでほぼオミクロン。

Effectiveness of BNT162b2 Vaccine against Omicron in Children 5 to 11 Years of Age | NEJM https://t.co/3FUPRxvcRi",ja,38.26821957000004,140.86940215000004,Thu Jul 21 00:11:56 +0000 2022,Japan,1549910007281754113,大きい データ 既に ブリーフィング シンガポール ファイザー ワクチン データ 万人 年月,Anti-Vax,red
自治体から届いた各種がん検診の案内や、風しん抗体検査の案内やらが溜まっている。4回目の新型コロナワクチン以外にもなんか色々とあるなー。がん検診は一箇所の病院で完結しないのもややこしい。風しんは抗体の有無によって接種するかどうか決まるわけか。もう忘れてる  #品川区 #健康診査 #COVID19,ja,35.68945633000004,139.6917160900001,Thu Jul 21 00:13:05 +0000 2022,Japan,1549910295769804800,自治 届く 各種 検診 案内 風疹 抗体 検査 案内 溜まる 新型 コロナ ワクチン 以外 色々 癌 検診 病院 完結 ややこしい 風疹 抗体 有無 接種 決まる 忘れる シナガワ 健康 診査,Pro-Vax,green
"大きいデータでもあるため既にいくつかブリーフィングされていますがシンガポールのファイザーワクチン5−11歳のデータです。25万人で2022年1月から4月なのでほぼオミクロン。

Effectiveness of BNT162b2 Vaccine against Omicron in Children 5 to 11 Years of Age | NEJM https://t.co/3FUPRxvcRi",ja,36.655226998000046,139.27149500000007,Thu Jul 21 00:12:07 +0000 2022,Japan,1549910054484283392,大きい データ 既に ブリーフィング シンガポール ファイザー ワクチン データ 万人 年月,Anti-Vax,red
麻しん風しんは今の所、ワクチン接種で抑えられてるのによくおんなじ枠に入れて言うのか,ja,35.23383893000005,136.8450085300001,Thu Jul 21 00:00:54 +0000 2022,Japan,1549907231105228802,麻疹 風疹 ワクチン 接種 押さえる 枠 入れる 言う,Pro-Vax,green
"@daikonbana 仙台市のさっきのお値段は僕の勘違いで夫婦2人分のお値段です。
風疹のワクチンを流用する方を選択すれば数千円で済むのですが、専用のワクチンは効果がバツグンらしいので高い方を受けたい。名古屋市は半額補助なんですね。",ja,38.26821957000004,140.86940215000004,Wed Jul 20 23:51:47 +0000 2022,Japan,1549904937202593792,センダイ さっき 値段 勘違い 夫婦 値段 風疹 ワクチン 流用 選択 為る 数千 済む 専用 ワクチン 効果 高い 受ける ナゴヤ 半額 補助,Pro-Vax,green
"妄想

蕁麻疹、ヘルペス、帯状疱疹、発疹、アレルギーとかは色々呟いたけど、ワクチン接種の有無かシェディング受けてないか、先に確認した方が…時間差で老若男女に発症してるみたいだし…特に皮膚系の病気に罹患した事がない人やなかなか治らない人は…
#ワクチン後遺症 #ワクチン薬害 #シェディング",ja,35.68945633000004,139.6917160900001,Wed Jul 20 23:44:48 +0000 2022,Japan,1549903179307163649,妄想 蕁麻 ヘルペス 帯状 疱疹 発疹 アレルギー 色々 呟く ワクチン 接種 有無 受ける 確認 差 老若 男女 発症 特に 皮膚 病気 罹患 中々 直る ワクチン 後遺 ワクチン 薬害,Hesitant,yellow
"花子さん、コロナワクチンは問題になって3種混合ワクチンは問題にならないのか？ツイートされてました。

混合ワクチンは安全性と有効性が証明されている。

人間と地球に優しい社会になって欲しいな。現代の保険医療は利益優先主義が酷すぎる。 https://t.co/76JiLm9afm",ja,34.68633915000004,135.52001737000012,Wed Jul 20 23:49:43 +0000 2022,Japan,1549904417243115520,ハナコ コロナ ワクチン 問題 種 混合 ワクチン 問題 ツイート 混合 ワクチン 安全 証明 人間 地球 優しい 社会 欲しい 現代 保険 医療 利益 優先 主義 酷い 過ぎる,Anti-Vax,red
"秋からの実習に向けて抗体検査して、流行性耳下腺炎のワクチン2回目を受ける予定だった双子②、かかりつけ医より
「発熱外来混み合っているので、しばらく来ない方がよい」
と言われたらしい。
新型コロナ感染者拡大…収まりますように！
夏休みが始まりましたね？
小学生が補講に来てくれました！ https://t.co/5ZYNqlMMP0",ja,36.655226998000046,139.27149500000007,Wed Jul 20 23:35:24 +0000 2022,Japan,1549900814155923456,実習 向ける 抗体 検査 流行 耳下 腺 ワクチン 受ける 予定 双子 二 掛かる 発熱 外来 混み合う 暫く 来る 良い 言う 新型 コロナ 感染 拡大 収まる 夏休み 始まる 小学 補講 来る 呉れる,Pro-Vax,green
"おぉう、予防接種の数が増えた！
 
ロタにHPV（子宮頸がん）、三種混合から4種混合へ。ワクチンデビューも昔は3ヶ月健診ぐらいからだったけど今は2ヶ月から。

大変だけど、無料接種対象が増えたのは良いことだ。がんばれムッスメ https://t.co/gcO48rUsL1",ja,34.29176075000004,132.27216097000007,Wed Jul 20 23:22:46 +0000 2022,Japan,1549897634009481216,予防 接種 増える ロタ 子宮 頸癌 種 混合 種 混合 ワクチン デビュー 昔 健診 無料 接種 対象 増える 良い 頑張る,Pro-Vax,green
"あのね、現在の日本の状況はインフルエンザが流行ってるのに、おたふく風邪や風疹のワクチン接種を国や行政がなるふり構わず強制しているんです。
全く違うもので、戦い方や接し方の変更は必須です！
#コロナを5類以下に",ja,34.66640816000006,135.49958369,Wed Jul 20 23:03:42 +0000 2022,Japan,1549892835557920768,現在 日本 状況 インフルエンザ 流行る 御多福風 風疹 ワクチン 接種 行政 振り 構う 強制 全く 違う 戦う 接する 変更 必須 コロナ,Anti-Vax,red
"過去の麻疹やポリオなどのワクチンで、接種前より感染者が増えるなんてことがあったか？ 接種者と未接種者でどちらが感染しやすいか計算や議論が必要になったことがあったか？ 2回うてば収束と言ってから一年後にやっぱり4回うてと言う、そんなことあったか？

要するにポンコツワクチン
これに尽きる https://t.co/Cxh4MrlAo2",ja,33.250313007000045,131.69415160200003,Wed Jul 20 23:06:40 +0000 2022,Japan,1549893582466625537,過去 麻疹 ポリオ ワクチン 接種 感染 増える 接種 接種 感染 計算 議論 必要 打つ 収束 言う 矢張り 打つ 言う 要する ぽんこつ ワクチン 尽きる,Hesitant,yellow
ロタウイルスのワクチン、飲むタイプで、ちょっと甘いらしくおもちもぺろぺろ飲んでたな………,ja,37.77142300000003,140.7456110500001,Wed Jul 20 22:58:37 +0000 2022,Japan,1549891556890804224,ロタウイルス ワクチン 飲む タイプ 一寸 甘い 餅 ぺろぺろ 飲む,Pro-Vax,green
ニューヨークタイムズによる子供さんへのCOVIDワクチンのまとめ。やっぱり接種しておいた方が良いと思う。 https://t.co/SFULS6QUzW,ja,35.74345381000006,139.84722882000005,Wed Jul 20 22:47:33 +0000 2022,Japan,1549888771034071040,ニューヨーク タイム 子供 ワクチン 纏め 矢張り 接種 良い 思う,Pro-Vax,green
"ワクチン３回目接種から約１ヶ月。
体のあちこちが痒くて蕁麻疹？発疹？みたいにポツポツできてる😭

今月入って２回目。
変なもの食べた心当たりもない。
これって副反応？
#ワクチン副反応
#ワクチン後遺症
#ファイザー
#モデルナ
#痒い",ja,36.655226998000046,139.27149500000007,Wed Jul 20 22:35:11 +0000 2022,Japan,1549885661192527872,ワクチン 接種 痒い 蕁麻 発疹 ぽつぽつ 今月 入る 変 食べる 心当たり 反応 ワクチン 反応 ワクチン 後遺 痒い,Anti-Vax,red
"ワイの風疹抗体値（EIA法）38.2 だった。
32以上で十分な免疫を保有しておりワクチン接種は基本的に必要ないらしい。",ja,35.043174290000024,135.58067302000006,Wed Jul 20 22:29:39 +0000 2022,Japan,1549884269169766401,風疹 抗体 免疫 保有 ワクチン 接種 基本 必要,Pro-Vax,green
"風疹。天然痘。みんな一度免疫を獲得すればだいたい一生もつ。
インフルエンザは毎年打つ必要がある。
コロナはそもそもワクチンを作ってるヒマがないくらい早く変異する。
てことは誰でも知ってたはず。製薬会社も今までコロナのワクチンの研究はしても開発はあえてしてこなかったはず。",ja,35.043174290000024,135.58067302000006,Wed Jul 20 22:11:10 +0000 2022,Japan,1549879615115501569,風疹 天然 免疫 獲得 為る 大体 一生 持つ インフルエンザ 毎年 打つ 必要 コロナ 抑 ワクチン 作る 暇 早い 変異 知る 製薬 会社 コロナ ワクチン 研究 開発 敢えて,Anti-Vax,red
"過去の麻疹やポリオなどのワクチンで、接種前より感染者が増えるなんてことがあったか？ 接種者と未接種者でどちらが感染しやすいか計算や議論が必要になったことがあったか？ 2回うてば収束と言ってから一年後にやっぱり4回うてと言う、そんなことあったか？

要するにポンコツワクチン
これに尽きる https://t.co/Cxh4MrlAo2",ja,34.07015135000006,134.55480982000006,Wed Jul 20 22:06:53 +0000 2022,Japan,1549878537800531974,過去 麻疹 ポリオ ワクチン 接種 感染 増える 接種 接種 感染 計算 議論 必要 打つ 収束 言う 矢張り 打つ 言う 要する ぽんこつ ワクチン 尽きる,Hesitant,yellow
40代50代の中年にとって風疹ワクチンのほうがコロナよりずっとプライオリティが高いと思うのだがそういう話が私の周りで出たこともなければツイートもほぼみかけない。まさに不思議の国のアリス。,ja,35.043174290000024,135.58067302000006,Wed Jul 20 22:06:53 +0000 2022,Japan,1549878539104636928,代々 中年 風疹 ワクチン コロナ ずっと プライオリティー 高い 思う 周り 出る ツイート 見掛ける 正に 不思議 アリス,Anti-Vax,red
"30代から50代の人ワクチン打ってない人多いからマジで打って
特に男性
30代男性頼むから風疹ワクチン打ってくれ
子作り前に打ってくれ
嫁の妊娠がわかったら直ぐにでも打ってくれ
友人の子が旦那の風疹で感染しちゃってほぼ盲ろう二重障害の先天性風疹症候群なっちゃったからさ...",ja,39.908200040000054,139.96604751000007,Wed Jul 20 21:55:25 +0000 2022,Japan,1549875651599282176,代 代 ワクチン 打つ 多い 打つ 特に 男性 代 男性 頼む 風疹 ワクチン 打つ 呉れる 子作り 打つ 呉れる 嫁 妊娠 分かる 直ぐ 打つ 呉れる 友人 旦那 風疹 感染 盲聾 重 障害 先天 風疹 症候 群,Pro-Vax,green
"私の大学時代の友人はアメフトをやっていた屈強な男ですが、２回目摂取後に全身に蕁麻疹、胸の痛みが続き、ワクチン後遺症で2ヶ月間苦しんでいます。計画していた留学も頓挫しました。
これがファクト。きちんと診てくれる医師に出会えて一命は取り留めましたが、ワクチン後遺症や副反応は存在します。 https://t.co/Hs1rkHtq6s",ja,36.655226998000046,139.27149500000007,Wed Jul 20 21:57:01 +0000 2022,Japan,1549876056660000768,大学 時代 友人 アメフト 屈強 摂取 全身 蕁麻 胸 痛み 続く ワクチン 後遺 苦しむ 計画 留学 頓挫 ファクト きちんと 見る 呉れる 医師 出会う 一命 取り止める ワクチン 後遺 反応 存在,Anti-Vax,red
"過去の麻疹やポリオなどのワクチンで、接種前より感染者が増えるなんてことがあったか？ 接種者と未接種者でどちらが感染しやすいか計算や議論が必要になったことがあったか？ 2回うてば収束と言ってから一年後にやっぱり4回うてと言う、そんなことあったか？

要するにポンコツワクチン
これに尽きる https://t.co/Cxh4MrlAo2",ja,36.655226998000046,139.27149500000007,Wed Jul 20 21:13:21 +0000 2022,Japan,1549865064429408256,過去 麻疹 ポリオ ワクチン 接種 感染 増える 接種 接種 感染 計算 議論 必要 打つ 収束 言う 矢張り 打つ 言う 要する ぽんこつ ワクチン 尽きる,Hesitant,yellow
"知り合いだけでも、デキモノが突然できて手術、目に異常が出て仕事にも行けない、謎の蕁麻疹が出て全然治らない、身体が怠くて仕事休みがち…結構いるけど、皆さんワクチンのせいだとは思っていないみたい。問題はソコだ。早く気づこう。
#ワクチン後遺症",ja,36.655226998000046,139.27149500000007,Wed Jul 20 20:57:15 +0000 2022,Japan,1549861014342352896,知り合い 出来物 突然 手術 異常 出る 仕事 行く 謎 蕁麻 出る 全然 直る 身体 怠い 仕事 休む 結構 皆 ワクチン 思う 問題 早い 気付く ワクチン 後遺,Pro-Vax,green
デンマーク　子供広域ワクチン接種は間違いだったと認める　Danish Health Leadership Acknowledges Mass COVID-19 Vaccination of Children A Mistake https://t.co/rV6KRxv82S,ja,39.39870315600007,-99.41461918999994,Wed Jul 20 19:54:26 +0000 2022,United States,1549845207398682626,デンマーク 子供 広域 ワクチン 接種 間違い 認める,Anti-Vax,red
"過去の麻疹やポリオなどのワクチンで、接種前より感染者が増えるなんてことがあったか？ 接種者と未接種者でどちらが感染しやすいか計算や議論が必要になったことがあったか？ 2回うてば収束と言ってから一年後にやっぱり4回うてと言う、そんなことあったか？

要するにポンコツワクチン
これに尽きる https://t.co/Cxh4MrlAo2",ja,35.666574113000024,139.70831726200004,Wed Jul 20 19:36:08 +0000 2022,Japan,1549840599334850560,過去 麻疹 ポリオ ワクチン 接種 感染 増える 接種 接種 感染 計算 議論 必要 打つ 収束 言う 矢張り 打つ 言う 要する ぽんこつ ワクチン 尽きる,Hesitant,yellow
"知り合いだけでも、デキモノが突然できて手術、目に異常が出て仕事にも行けない、謎の蕁麻疹が出て全然治らない、身体が怠くて仕事休みがち…結構いるけど、皆さんワクチンのせいだとは思っていないみたい。問題はソコだ。早く気づこう。
#ワクチン後遺症",ja,35.68945633000004,139.6917160900001,Wed Jul 20 18:54:03 +0000 2022,Japan,1549830009275445250,知り合い 出来物 突然 手術 異常 出る 仕事 行く 謎 蕁麻 出る 全然 直る 身体 怠い 仕事 休む 結構 皆 ワクチン 思う 問題 早い 気付く ワクチン 後遺,Pro-Vax,green
"過去の麻疹やポリオなどのワクチンで、接種前より感染者が増えるなんてことがあったか？ 接種者と未接種者でどちらが感染しやすいか計算や議論が必要になったことがあったか？ 2回うてば収束と言ってから一年後にやっぱり4回うてと言う、そんなことあったか？

要するにポンコツワクチン
これに尽きる https://t.co/Cxh4MrlAo2",ja,37.471258860000034,139.915436741,Wed Jul 20 18:55:20 +0000 2022,Japan,1549830330991128576,過去 麻疹 ポリオ ワクチン 接種 感染 増える 接種 接種 感染 計算 議論 必要 打つ 収束 言う 矢張り 打つ 言う 要する ぽんこつ ワクチン 尽きる,Hesitant,yellow
@MIKITO_777 ワクチン開発者より https://t.co/fAF12e6hWS,ja,35.85202008400006,139.69571676300006,Wed Jul 20 18:58:31 +0000 2022,Japan,1549831136071020544,ワクチン 開発,Anti-Vax,red
もしワクチンを打たれてから不正出血や帯状疱疹、蕁麻疹が出たら多分それは身体にあっていないと思うのです。,ja,35.68945633000004,139.6917160900001,Wed Jul 20 18:54:06 +0000 2022,Japan,1549830024437858306,若し ワクチン 打つ 不正 出血 帯状 疱疹 蕁麻 出る 多分 身体 思う,Hesitant,yellow
「そもそも子供にワクチンは不要とするのが合理的。」← 天然痘や小児麻痺、麻疹からワクチンは世界中の大勢の子供たちの命を守っているという事実を、ご存じないのかな。 https://t.co/PA6RrlWYq2 https://t.co/kXV3cYLplR,ja,35.529941690000044,139.70243790000006,Wed Jul 20 18:52:10 +0000 2022,Japan,1549829538095304704,抑 子供 ワクチン 合理 天然 小児 麻痺 麻疹 ワクチン 世界 大勢 子供 命 守る 事実 存ずる,Anti-Vax,red
"母も姉もここ一年くらいで一気に体調不良になって、そういや友達も蕁麻疹ずっと出たりお酒飲むとアナフィラキシーみたいになるとか言ってたのももしかしたら関係あるのか？
皆ワクチン後におかしくなってる。
あとは103歳で元気だったばぁちゃんがこのタイミングで亡くなったのも…
#ワクチン後遺症",ja,36.655226998000046,139.27149500000007,Wed Jul 20 18:12:03 +0000 2022,Japan,1549819438945677312,母 姉 一気 体調 不良 友達 蕁麻 ずっと 出る 酒 飲む アナフィラキシー 言う 若し 皆 ワクチン 可笑しい 元気 婆 タイミング 亡くなる ワクチン 後遺,Hesitant,yellow
"父の周りでもワクチン接種後突然末期癌が発覚し数ヶ月前まで元気だった方が亡くなったのもきっと。。。
それも立て続けにお二人。
1回目摂取後に謎の全身蕁麻疹発症した知り合いもいるしホントにコロナより脅威かもしれない。
 #ワクチン後遺症",ja,35.68945633000004,139.6917160900001,Wed Jul 20 17:58:48 +0000 2022,Japan,1549816106273357824,父 周り ワクチン 接種 突然 末期 癌 発覚 元気 亡くなる 急度 立て続け 二人 摂取 謎 全身 蕁麻 発症 知り合い 本当 コロナ 脅威 知れる ワクチン 後遺,Anti-Vax,red
"まったくだ、こんな馬鹿者が日本の大臣であるとは。しかもワクチン大臣というのだから驚きだ😡😡😡
私が役所に電話を入れ問い合わせたら、「貴方の場合は、ワクチン接種の受付は5月1日からになります」と言われてしまった。ちなみに、二回目の接種は昨年6月末に終わっている。",ja,36.655226998000046,139.27149500000007,Wed Jul 20 17:18:26 +0000 2022,Japan,1549805948537118720,全く 馬鹿 日本 大臣 ワクチン 大臣 驚き 役所 電話 入れる 問い合わせる ワクチン 接種 受け付け 月日 言う 因み 接種 昨年 月末 終わる,Pro-Vax,green
ワクチン3回接種済の友人たち。蕁麻疹が身体を巡るようにできる。帯状疱疹を繰り返す。頭皮の皮膚炎でおでこまで真っ赤。毎日頭痛薬を飲んでる。夜眠れない。足が痺れて仕事中座っていられない。足が激痛で歩けなくて痛風かと思ったら検査で異常なし。たくさんの方が苦しんでます。#ワクチン後遺症,ja,33.59009622000008,130.40167459000008,Wed Jul 20 17:09:04 +0000 2022,Japan,1549803588553039872,ワクチン 接種 友人 蕁麻 体 巡る 帯状 疱疹 繰り返す 頭皮 皮膚 でこ 頭痛 飲む 夜 眠る 足 痺れる 仕事 座る 足 激痛 歩く 痛風 思う 検査 異常 苦しむ ワクチン 後遺,Anti-Vax,red
"過去の麻疹やポリオなどのワクチンで、接種前より感染者が増えるなんてことがあったか？ 接種者と未接種者でどちらが感染しやすいか計算や議論が必要になったことがあったか？ 2回うてば収束と言ってから一年後にやっぱり4回うてと言う、そんなことあったか？

要するにポンコツワクチン
これに尽きる https://t.co/Cxh4MrlAo2",ja,34.595941210000035,133.26585482000007,Wed Jul 20 17:11:19 +0000 2022,Japan,1549804155119685632,過去 麻疹 ポリオ ワクチン 接種 感染 増える 接種 接種 感染 計算 議論 必要 打つ 収束 言う 矢張り 打つ 言う 要する ぽんこつ ワクチン 尽きる,Hesitant,yellow
"過去の麻疹やポリオなどのワクチンで、接種前より感染者が増えるなんてことがあったか？ 接種者と未接種者でどちらが感染しやすいか計算や議論が必要になったことがあったか？ 2回うてば収束と言ってから一年後にやっぱり4回うてと言う、そんなことあったか？

要するにポンコツワクチン
これに尽きる https://t.co/Cxh4MrlAo2",ja,36.11871296000004,139.49033100000008,Wed Jul 20 16:59:05 +0000 2022,Japan,1549801077587193856,過去 麻疹 ポリオ ワクチン 接種 感染 増える 接種 接種 感染 計算 議論 必要 打つ 収束 言う 矢張り 打つ 言う 要する ぽんこつ ワクチン 尽きる,Hesitant,yellow
